Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,Major,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Pass_Fail
19.0,F,College,75000.0,B,88.0,High,5.0,Arts,Public,Low,High,No,Medium,Low,Medium,Neutral,Medium,30.0,Yes,9.0,Unhealthy,Low,3.0,No,Negative,No,No,Auditory,Yes,No,High,4.0,High,Fail
20.0,F,Some College,60000.0,A,86.0,Medium,12.0,Medicine,Public,Low,Medium,No,High,Medium,Low,Positive,Low,81.0,No,7.0,Balanced,Low,4.0,No,Neutral,No,No,Kinesthetic,No,Yes,Low,4.0,High,Pass
19.0,F,College,75000.0,A,74.0,Low,19.0,Medicine,Public,Low,Low,No,High,High,Medium,Neutral,Low,79.0,Yes,8.0,Unhealthy,High,6.0,Yes,Negative,Yes,No,Kinesthetic,No,Yes,High,1.0,Medium,Fail
18.0,F,Graduate,30000.0,A,94.0,Medium,16.0,Arts,Private,Medium,Low,Yes,Low,High,Low,Neutral,Low,64.0,Yes,8.0,Unhealthy,High,5.0,No,Positive,Yes,No,Auditory,Yes,Yes,Medium,5.0,Low,Fail
20.0,M,Some College,50000.0,B,90.0,High,11.0,Science,Private,High,Low,Yes,High,Medium,High,Neutral,High,56.0,No,4.0,Balanced,High,9.0,No,Neutral,No,No,Auditory,Yes,No,High,5.0,Low,Pass
21.0,F,Graduate,60000.0,B,89.0,High,17.0,Business,Private,Low,Medium,No,Medium,High,High,Negative,Low,61.0,No,7.0,Healthy,High,6.0,No,Negative,No,No,Auditory,No,Yes,High,6.0,High,Pass
20.0,M,Graduate,40000.0,A,93.0,High,12.0,Arts,Private,Low,High,No,Medium,Low,High,Negative,Medium,89.0,Yes,6.0,Unhealthy,Medium,6.0,No,Positive,Yes,No,Auditory,Yes,Yes,High,4.0,Medium,Pass
22.0,F,Some College,60000.0,A,75.0,Medium,7.0,Engineering,Private,Medium,High,Yes,Low,High,Low,Neutral,Medium,61.0,Yes,8.0,Balanced,Medium,2.0,Yes,Positive,Yes,No,Kinesthetic,Yes,No,High,1.0,Low,Fail
22.0,M,High School,40000.0,C,88.0,Low,12.0,Law,Public,High,Low,Yes,Low,High,High,Negative,Low,20.0,Yes,9.0,Balanced,Medium,8.0,Yes,Positive,Yes,Yes,Auditory,No,No,Medium,4.0,Low,Pass
20.0,F,Some College,50000.0,A,95.0,High,15.0,Business,Public,High,High,No,High,Medium,High,Positive,High,24.0,Yes,8.0,Balanced,High,7.0,Yes,Positive,Yes,Yes,Auditory,Yes,No,Low,1.0,Medium,Pass
22.0,F,Graduate,75000.0,B,77.0,Medium,19.0,Engineering,Private,Medium,Low,Yes,Low,Medium,Low,Neutral,Low,45.0,Yes,4.0,Balanced,High,2.0,Yes,Positive,Yes,Yes,Auditory,No,Yes,Low,5.0,High,Fail
20.0,F,High School,50000.0,C,85.0,Low,12.0,Medicine,Public,Low,High,Yes,Medium,Low,Medium,Positive,Low,72.0,No,7.0,Healthy,Low,7.0,Yes,Negative,Yes,No,Kinesthetic,No,No,High,5.0,Medium,Pass
20.0,F,Graduate,30000.0,B,98.0,Medium,18.0,Medicine,Private,Medium,High,Yes,Low,Low,High,Negative,Low,92.0,No,5.0,Balanced,High,10.0,No,Positive,No,No,Auditory,Yes,Yes,Medium,1.0,Low,Pass
19.0,M,Some College,50000.0,C,86.0,Low,19.0,Medicine,Public,Medium,Medium,Yes,Medium,Low,Medium,Negative,Low,39.0,No,9.0,Healthy,High,6.0,No,Neutral,No,No,Kinesthetic,Yes,Yes,Medium,3.0,Medium,Fail
20.0,F,College,50000.0,B,98.0,Medium,16.0,Law,Private,Medium,Medium,No,High,High,Low,Neutral,High,52.0,No,6.0,Unhealthy,High,6.0,No,Negative,No,Yes,Visual,No,No,High,1.0,Low,Pass
21.0,M,Graduate,30000.0,A,72.0,Low,16.0,Medicine,Private,High,Low,Yes,High,Low,Medium,Neutral,Medium,79.0,No,6.0,Healthy,High,4.0,No,Neutral,Yes,Yes,Auditory,Yes,No,Low,1.0,Medium,Pass
19.0,F,College,30000.0,A,73.0,Low,11.0,Arts,Public,High,Medium,No,High,Medium,Medium,Negative,High,76.0,Yes,7.0,Balanced,Low,5.0,No,Negative,Yes,No,Kinesthetic,Yes,No,Medium,6.0,High,Pass
18.0,F,Some College,50000.0,A,85.0,High,15.0,Medicine,Public,Low,High,Yes,Low,Low,Medium,Neutral,Low,83.0,Yes,5.0,Balanced,Medium,4.0,Yes,Neutral,Yes,No,Auditory,Yes,Yes,Medium,6.0,High,Pass
21.0,F,Some College,60000.0,B,84.0,High,14.0,Arts,Private,High,High,No,Medium,Medium,High,Negative,High,46.0,No,7.0,Unhealthy,Medium,6.0,Yes,Neutral,Yes,Yes,Visual,No,No,Low,6.0,Medium,Pass
19.0,M,Graduate,30000.0,A,87.0,Medium,20.0,Medicine,Public,Low,Low,No,High,High,High,Neutral,High,34.0,Yes,4.0,Unhealthy,High,8.0,Yes,Positive,No,Yes,Visual,Yes,No,Low,1.0,Low,Pass
21.0,F,College,30000.0,A,73.0,High,14.0,Arts,Private,Low,Medium,No,Low,Low,Low,Neutral,Low,66.0,No,4.0,Balanced,Low,3.0,Yes,Positive,No,Yes,Visual,No,Yes,High,6.0,Medium,Pass
20.0,M,Graduate,60000.0,A,97.0,Medium,5.0,Law,Private,High,High,No,High,High,High,Positive,Low,70.0,No,7.0,Balanced,Medium,7.0,Yes,Negative,Yes,Yes,Kinesthetic,Yes,No,Low,1.0,High,Pass
20.0,M,Graduate,60000.0,C,81.0,Medium,10.0,Law,Private,Low,Medium,No,Medium,High,High,Negative,Low,30.0,No,9.0,Balanced,High,9.0,No,Positive,No,No,Kinesthetic,Yes,Yes,High,6.0,Low,Pass
18.0,F,College,75000.0,B,95.0,Low,8.0,Law,Private,Medium,High,Yes,High,Low,High,Neutral,Low,25.0,Yes,7.0,Unhealthy,High,8.0,Yes,Negative,No,Yes,Visual,No,Yes,Medium,1.0,Low,Pass
22.0,M,College,75000.0,A,94.0,Low,5.0,Science,Public,Medium,Low,No,Medium,Low,High,Positive,Low,60.0,Yes,9.0,Unhealthy,High,4.0,No,Negative,Yes,Yes,Visual,Yes,Yes,Medium,2.0,Medium,Fail
21.0,M,High School,50000.0,B,72.0,Medium,5.0,Science,Public,Low,Medium,No,Medium,Medium,High,Positive,Low,20.0,Yes,7.0,Unhealthy,Low,8.0,No,Positive,No,No,Auditory,Yes,No,High,6.0,High,Pass
20.0,F,High School,60000.0,B,78.0,Low,7.0,Engineering,Public,High,Medium,No,Low,High,Low,Neutral,Low,54.0,Yes,7.0,Balanced,Low,10.0,No,Neutral,No,No,Auditory,Yes,No,Low,2.0,High,Pass
21.0,F,Graduate,50000.0,B,92.0,Low,11.0,Business,Private,Medium,High,Yes,High,Medium,High,Neutral,Low,49.0,No,8.0,Balanced,High,9.0,No,Neutral,No,Yes,Auditory,Yes,Yes,Low,2.0,Low,Fail
20.0,M,High School,30000.0,C,89.0,High,15.0,Science,Public,Medium,High,Yes,Low,Medium,Low,Positive,High,48.0,Yes,7.0,Balanced,Low,3.0,No,Neutral,Yes,Yes,Visual,No,Yes,Low,5.0,Low,Pass
19.0,F,High School,60000.0,C,85.0,Medium,14.0,Arts,Public,Medium,Medium,No,High,High,Low,Neutral,Medium,61.0,Yes,7.0,Balanced,High,5.0,No,Negative,Yes,Yes,Kinesthetic,No,Yes,High,5.0,Low,Fail
21.0,F,High School,30000.0,B,85.0,Medium,14.0,Business,Private,Medium,High,Yes,Medium,Low,Medium,Negative,Medium,35.0,Yes,9.0,Balanced,Medium,6.0,Yes,Neutral,Yes,Yes,Kinesthetic,No,No,High,2.0,Low,Pass
22.0,M,Some College,40000.0,C,80.0,Medium,17.0,Science,Public,Low,Medium,Yes,Low,High,High,Negative,High,89.0,No,6.0,Unhealthy,Medium,5.0,No,Negative,Yes,No,Visual,Yes,Yes,Low,4.0,Low,Pass
18.0,F,Graduate,30000.0,A,88.0,Low,15.0,Engineering,Private,Low,High,Yes,Medium,High,High,Neutral,Medium,41.0,No,4.0,Unhealthy,High,5.0,Yes,Negative,Yes,Yes,Auditory,No,No,Medium,3.0,Low,Pass
20.0,M,College,30000.0,C,81.0,Low,15.0,Medicine,Private,High,Low,Yes,Low,Medium,Low,Negative,Medium,66.0,No,9.0,Unhealthy,Medium,9.0,No,Positive,No,Yes,Auditory,Yes,Yes,Medium,6.0,Low,Pass
19.0,F,Graduate,50000.0,C,78.0,Low,17.0,Business,Public,Medium,High,No,High,Medium,High,Negative,Low,43.0,No,8.0,Balanced,High,9.0,Yes,Negative,No,Yes,Visual,No,No,Medium,6.0,Medium,Pass
18.0,M,Some College,50000.0,A,73.0,High,8.0,Arts,Private,Low,Medium,Yes,Medium,High,Medium,Negative,Low,100.0,Yes,8.0,Healthy,High,2.0,No,Negative,No,Yes,Kinesthetic,Yes,No,High,5.0,Medium,Pass
20.0,F,Some College,30000.0,A,83.0,High,9.0,Science,Private,Low,Low,No,Low,Medium,Medium,Positive,Low,42.0,No,7.0,Balanced,Medium,2.0,Yes,Negative,No,Yes,Kinesthetic,Yes,Yes,Low,3.0,Low,Pass
22.0,M,High School,30000.0,B,83.0,High,18.0,Engineering,Private,High,Low,Yes,Low,Low,Medium,Positive,Low,65.0,Yes,7.0,Healthy,Medium,9.0,Yes,Positive,Yes,Yes,Visual,No,Yes,Medium,1.0,Low,Pass
21.0,F,Some College,40000.0,A,73.0,Medium,20.0,Medicine,Public,Low,High,Yes,Medium,High,Low,Positive,Low,44.0,Yes,8.0,Balanced,High,2.0,No,Negative,Yes,No,Visual,Yes,No,Medium,1.0,Low,Pass
19.0,F,High School,60000.0,B,83.0,Low,13.0,Medicine,Public,Medium,Low,No,High,High,Low,Positive,High,67.0,Yes,6.0,Healthy,Medium,6.0,No,Negative,Yes,No,Auditory,No,No,High,5.0,Low,Fail
22.0,F,High School,40000.0,B,85.0,Low,18.0,Law,Public,High,Low,Yes,Low,High,Medium,Neutral,Low,61.0,Yes,5.0,Unhealthy,High,4.0,No,Neutral,Yes,No,Visual,Yes,Yes,Low,5.0,High,Fail
18.0,M,Some College,75000.0,B,90.0,Medium,11.0,Science,Public,Low,Medium,No,High,High,Low,Negative,High,74.0,Yes,9.0,Healthy,Low,3.0,Yes,Positive,Yes,Yes,Visual,Yes,Yes,Medium,4.0,Medium,Pass
20.0,F,College,30000.0,B,71.0,Low,5.0,Science,Public,Low,Low,Yes,High,Low,High,Neutral,Medium,22.0,Yes,7.0,Unhealthy,High,10.0,No,Negative,Yes,No,Kinesthetic,Yes,Yes,High,4.0,Medium,Pass
18.0,M,Some College,60000.0,B,91.0,Low,12.0,Medicine,Private,Low,High,No,Low,Low,Medium,Positive,Low,37.0,Yes,9.0,Balanced,High,8.0,Yes,Negative,Yes,No,Auditory,Yes,No,High,5.0,Low,Fail
21.0,F,Graduate,75000.0,A,97.0,Low,20.0,Business,Public,Medium,Medium,Yes,Medium,Low,Low,Positive,Medium,61.0,No,8.0,Healthy,Medium,5.0,Yes,Neutral,Yes,Yes,Visual,Yes,Yes,Low,3.0,High,Fail
18.0,F,College,30000.0,C,78.0,High,6.0,Engineering,Private,High,Low,Yes,High,Medium,High,Positive,Medium,82.0,Yes,7.0,Healthy,Low,8.0,No,Neutral,Yes,No,Visual,Yes,Yes,Medium,3.0,Medium,Pass
18.0,M,Some College,50000.0,B,80.0,Medium,10.0,Engineering,Private,Medium,Medium,No,High,Low,Low,Neutral,High,30.0,No,6.0,Balanced,High,10.0,Yes,Negative,Yes,Yes,Auditory,Yes,Yes,Low,1.0,High,Pass
22.0,M,Some College,50000.0,C,78.0,High,5.0,Engineering,Public,Low,Low,Yes,High,High,Medium,Negative,High,35.0,No,6.0,Unhealthy,Low,3.0,No,Neutral,No,Yes,Kinesthetic,No,Yes,High,5.0,High,Fail
22.0,M,Some College,30000.0,B,79.0,High,9.0,Engineering,Private,Medium,Low,No,Medium,High,Low,Positive,Medium,83.0,Yes,7.0,Healthy,High,9.0,No,Neutral,No,Yes,Auditory,Yes,No,High,3.0,High,Pass
20.0,F,Graduate,50000.0,A,70.0,Medium,12.0,Medicine,Private,Low,High,Yes,High,Medium,High,Negative,Low,80.0,No,4.0,Healthy,Low,7.0,No,Neutral,No,Yes,Auditory,No,Yes,Medium,6.0,High,Fail
19.0,F,Some College,40000.0,C,85.0,Medium,20.0,Science,Private,Low,Medium,No,Medium,Medium,Low,Negative,High,63.0,Yes,9.0,Balanced,High,3.0,Yes,Positive,Yes,Yes,Visual,No,No,Medium,5.0,Medium,Fail
20.0,F,College,75000.0,A,75.0,High,16.0,Medicine,Private,Low,High,Yes,High,Low,Medium,Neutral,High,79.0,Yes,6.0,Healthy,High,2.0,No,Negative,Yes,Yes,Kinesthetic,No,No,Medium,1.0,Medium,Pass
21.0,M,Some College,30000.0,A,82.0,Medium,18.0,Medicine,Public,Medium,Medium,No,Low,Medium,Low,Neutral,Medium,87.0,Yes,8.0,Unhealthy,High,5.0,Yes,Neutral,No,No,Visual,Yes,Yes,Low,4.0,Medium,Pass
21.0,F,College,50000.0,A,77.0,Low,12.0,Arts,Private,Low,High,Yes,Medium,Medium,Medium,Negative,Medium,27.0,Yes,9.0,Unhealthy,High,5.0,No,Neutral,Yes,Yes,Auditory,No,Yes,High,1.0,Low,Pass
20.0,F,High School,60000.0,C,100.0,Medium,16.0,Engineering,Public,Medium,Low,Yes,Low,Low,High,Negative,High,33.0,No,4.0,Balanced,Low,7.0,No,Negative,No,Yes,Visual,Yes,Yes,High,3.0,Low,Pass
20.0,M,Graduate,50000.0,C,94.0,High,15.0,Business,Private,High,Low,Yes,Medium,Medium,Low,Negative,Low,97.0,No,8.0,Balanced,Medium,9.0,No,Negative,No,Yes,Auditory,Yes,Yes,Low,3.0,High,Fail
20.0,F,High School,50000.0,B,70.0,Low,9.0,Medicine,Public,Medium,High,No,High,Low,Low,Positive,Low,22.0,Yes,9.0,Balanced,Medium,6.0,Yes,Positive,Yes,Yes,Kinesthetic,No,Yes,High,3.0,Medium,Pass
21.0,F,Graduate,60000.0,C,99.0,Low,8.0,Arts,Private,Low,Low,Yes,Medium,High,Low,Neutral,Low,58.0,Yes,5.0,Balanced,Medium,3.0,No,Negative,No,No,Visual,Yes,Yes,High,3.0,Medium,Pass
20.0,F,College,75000.0,C,89.0,Medium,14.0,Science,Private,Medium,Medium,No,Medium,Medium,Medium,Neutral,Medium,94.0,Yes,7.0,Balanced,High,4.0,Yes,Neutral,No,Yes,Visual,Yes,No,High,6.0,Low,Fail
22.0,F,Some College,30000.0,B,88.0,Low,7.0,Business,Public,Low,Medium,No,Low,Medium,High,Positive,Low,37.0,Yes,8.0,Unhealthy,Medium,6.0,Yes,Positive,Yes,Yes,Kinesthetic,Yes,No,High,5.0,Low,Pass
20.0,F,Some College,60000.0,A,86.0,Medium,17.0,Engineering,Private,High,High,Yes,Medium,High,Medium,Neutral,High,73.0,No,8.0,Unhealthy,Medium,5.0,No,Positive,No,No,Auditory,No,Yes,Medium,3.0,Medium,Pass
20.0,M,Graduate,75000.0,B,91.0,High,12.0,Business,Public,Low,Medium,Yes,Medium,Medium,Low,Negative,Low,56.0,Yes,9.0,Unhealthy,High,7.0,No,Negative,Yes,Yes,Auditory,Yes,Yes,Medium,2.0,High,Pass
22.0,M,Some College,60000.0,C,94.0,Medium,8.0,Business,Public,High,High,No,High,Low,Low,Positive,High,85.0,No,9.0,Balanced,Medium,5.0,Yes,Negative,Yes,No,Visual,Yes,No,High,3.0,Low,Pass
20.0,F,High School,60000.0,B,99.0,Medium,12.0,Science,Private,Medium,High,Yes,High,Low,Low,Negative,Medium,76.0,Yes,9.0,Unhealthy,High,10.0,No,Positive,Yes,No,Visual,No,Yes,High,6.0,Medium,Pass
20.0,M,College,75000.0,C,78.0,High,13.0,Science,Private,Medium,Low,No,High,High,Low,Neutral,Low,79.0,Yes,7.0,Healthy,High,10.0,No,Positive,Yes,No,Kinesthetic,Yes,Yes,High,4.0,High,Pass
21.0,M,College,50000.0,C,81.0,Low,10.0,Business,Public,Low,High,Yes,High,Low,Low,Positive,Low,61.0,Yes,4.0,Healthy,Low,4.0,No,Negative,Yes,No,Auditory,No,No,Low,2.0,Low,Pass
22.0,F,High School,30000.0,C,90.0,Low,8.0,Science,Private,High,High,No,High,High,Low,Negative,Medium,96.0,Yes,9.0,Healthy,Medium,8.0,No,Positive,No,Yes,Kinesthetic,No,Yes,High,3.0,Low,Pass
21.0,F,College,50000.0,B,86.0,Low,17.0,Engineering,Public,Medium,Medium,No,Medium,High,Medium,Neutral,Low,34.0,Yes,9.0,Balanced,Medium,3.0,Yes,Neutral,No,Yes,Kinesthetic,Yes,Yes,High,3.0,High,Pass
20.0,F,Some College,75000.0,B,73.0,Low,16.0,Medicine,Public,Medium,Low,Yes,Medium,Low,High,Positive,Low,99.0,Yes,4.0,Balanced,High,10.0,Yes,Negative,Yes,Yes,Visual,Yes,No,Medium,1.0,Medium,Pass
22.0,M,College,50000.0,B,98.0,High,8.0,Business,Private,Low,Medium,No,Low,Low,High,Negative,High,24.0,Yes,6.0,Balanced,Medium,6.0,No,Negative,Yes,Yes,Auditory,Yes,Yes,Medium,3.0,Medium,Pass
21.0,F,High School,75000.0,B,91.0,Medium,8.0,Science,Private,Low,Medium,No,Medium,Medium,Low,Neutral,Low,61.0,No,7.0,Unhealthy,Medium,2.0,No,Neutral,Yes,No,Visual,Yes,Yes,Medium,3.0,High,Pass
19.0,F,Graduate,40000.0,B,74.0,Low,11.0,Engineering,Public,Medium,Low,No,Low,Medium,Low,Neutral,Medium,61.0,No,4.0,Healthy,Medium,3.0,No,Negative,Yes,Yes,Kinesthetic,Yes,No,High,3.0,High,Pass
22.0,M,Graduate,30000.0,C,85.0,Low,12.0,Medicine,Public,High,Medium,Yes,Low,Low,Medium,Positive,Medium,61.0,No,7.0,Balanced,Medium,4.0,Yes,Negative,Yes,No,Visual,No,Yes,Medium,3.0,High,Pass
21.0,M,Some College,30000.0,B,78.0,High,6.0,Medicine,Public,Medium,Low,Yes,High,Low,Low,Neutral,Low,96.0,Yes,6.0,Balanced,Medium,10.0,No,Neutral,Yes,Yes,Visual,Yes,Yes,Low,2.0,Low,Fail
20.0,M,High School,60000.0,B,71.0,Medium,12.0,Law,Public,Medium,High,Yes,Medium,Medium,Medium,Negative,Low,70.0,Yes,9.0,Healthy,Medium,2.0,Yes,Negative,Yes,Yes,Kinesthetic,No,Yes,Medium,6.0,Low,Fail
19.0,F,Some College,75000.0,A,87.0,High,16.0,Business,Private,High,High,No,Medium,Low,Low,Neutral,High,45.0,No,5.0,Healthy,Low,6.0,No,Positive,No,No,Visual,No,Yes,Medium,6.0,High,Pass
18.0,F,High School,75000.0,A,98.0,Medium,9.0,Medicine,Private,Medium,High,Yes,Low,Low,Low,Positive,Low,30.0,No,9.0,Healthy,Medium,10.0,No,Positive,Yes,Yes,Visual,No,No,Medium,4.0,Low,Pass
18.0,M,College,40000.0,C,80.0,High,12.0,Law,Private,Medium,Medium,No,High,Medium,Low,Negative,High,78.0,No,9.0,Balanced,Low,3.0,Yes,Negative,Yes,No,Visual,Yes,No,Low,1.0,Medium,Pass
19.0,M,High School,75000.0,B,75.0,Medium,10.0,Engineering,Private,Low,Medium,Yes,High,Medium,High,Neutral,High,31.0,Yes,9.0,Unhealthy,Medium,10.0,Yes,Positive,Yes,Yes,Auditory,Yes,Yes,Low,3.0,Medium,Pass
22.0,M,Some College,50000.0,B,78.0,High,12.0,Medicine,Private,Medium,High,Yes,High,Low,High,Positive,High,84.0,No,7.0,Balanced,Medium,9.0,No,Neutral,Yes,Yes,Visual,No,No,High,5.0,Medium,Fail
18.0,F,High School,30000.0,A,86.0,High,10.0,Arts,Public,Low,High,Yes,High,High,Medium,Negative,High,48.0,No,7.0,Healthy,Medium,6.0,Yes,Negative,Yes,Yes,Visual,Yes,No,Medium,2.0,Low,Pass
18.0,F,Some College,50000.0,B,85.0,Medium,16.0,Engineering,Public,High,High,Yes,High,Medium,Low,Positive,Low,97.0,Yes,5.0,Balanced,High,3.0,No,Positive,No,No,Auditory,No,No,High,6.0,High,Pass
22.0,F,High School,50000.0,A,79.0,Medium,5.0,Business,Private,Medium,High,Yes,Medium,High,Low,Negative,Low,83.0,No,9.0,Balanced,Medium,6.0,Yes,Positive,No,No,Visual,No,Yes,Low,1.0,High,Pass
20.0,M,Some College,40000.0,A,78.0,High,7.0,Business,Public,Medium,Medium,No,Medium,Medium,Medium,Negative,Medium,61.0,Yes,7.0,Unhealthy,Medium,7.0,No,Neutral,No,No,Visual,Yes,Yes,Low,2.0,Low,Pass
21.0,M,Some College,50000.0,A,99.0,Medium,15.0,Business,Public,Low,High,Yes,High,High,High,Negative,Low,25.0,No,7.0,Unhealthy,Medium,9.0,Yes,Negative,Yes,No,Auditory,No,No,High,1.0,Low,Pass
18.0,F,High School,30000.0,C,86.0,Low,14.0,Arts,Public,High,High,No,Low,Low,High,Negative,Low,54.0,No,5.0,Unhealthy,High,6.0,No,Negative,Yes,Yes,Auditory,No,No,High,2.0,Low,Pass
22.0,F,High School,50000.0,C,77.0,Medium,6.0,Arts,Public,High,High,No,High,Low,High,Negative,High,89.0,No,7.0,Balanced,High,2.0,No,Positive,No,No,Visual,No,Yes,Medium,3.0,Low,Pass
22.0,F,College,50000.0,C,84.0,Medium,11.0,Medicine,Public,Low,Low,No,High,Low,Medium,Positive,Low,73.0,Yes,4.0,Unhealthy,High,2.0,Yes,Neutral,Yes,No,Visual,No,No,Medium,1.0,Low,Pass
21.0,F,Graduate,40000.0,C,79.0,Low,5.0,Science,Public,Low,High,No,High,Low,Low,Neutral,Medium,61.0,No,9.0,Balanced,Low,4.0,No,Positive,No,Yes,Visual,Yes,No,Medium,1.0,High,Pass
22.0,F,Some College,40000.0,A,85.0,High,12.0,Law,Public,Medium,High,Yes,High,Low,Medium,Negative,Medium,22.0,No,7.0,Unhealthy,High,3.0,No,Positive,No,Yes,Visual,Yes,Yes,Low,3.0,Medium,Pass
21.0,F,Some College,30000.0,B,79.0,High,18.0,Engineering,Public,Low,Medium,Yes,High,Medium,Medium,Neutral,Medium,31.0,Yes,6.0,Healthy,Medium,10.0,Yes,Positive,Yes,Yes,Auditory,No,No,Low,4.0,Low,Pass
20.0,M,Some College,30000.0,A,93.0,High,18.0,Engineering,Private,Low,High,No,High,Low,Low,Negative,Low,28.0,Yes,7.0,Balanced,Medium,2.0,Yes,Negative,No,Yes,Visual,Yes,Yes,High,3.0,Low,Pass
20.0,F,Some College,40000.0,B,100.0,High,6.0,Business,Public,Low,High,No,Medium,High,High,Neutral,Low,82.0,Yes,7.0,Unhealthy,High,8.0,Yes,Neutral,No,No,Visual,Yes,Yes,Low,6.0,High,Pass
19.0,F,College,75000.0,B,77.0,High,17.0,Law,Public,Medium,Medium,Yes,Medium,High,Medium,Positive,Medium,56.0,Yes,7.0,Balanced,Medium,5.0,No,Negative,Yes,Yes,Visual,Yes,No,Low,1.0,Medium,Pass
18.0,M,Some College,50000.0,C,90.0,High,13.0,Business,Private,High,High,No,Low,High,High,Positive,High,81.0,Yes,6.0,Healthy,Medium,9.0,Yes,Neutral,No,No,Kinesthetic,Yes,No,High,4.0,High,Pass
18.0,F,Graduate,50000.0,A,85.0,High,20.0,Business,Private,Low,Low,No,Low,Low,Low,Neutral,Medium,23.0,No,9.0,Balanced,High,4.0,Yes,Negative,No,Yes,Kinesthetic,Yes,Yes,Low,4.0,Low,Pass
18.0,F,High School,75000.0,A,85.0,Low,8.0,Arts,Private,Medium,Low,No,Medium,High,Medium,Negative,High,94.0,Yes,8.0,Balanced,High,5.0,No,Neutral,Yes,Yes,Auditory,Yes,Yes,Medium,4.0,High,Pass
20.0,M,High School,60000.0,A,90.0,Medium,18.0,Medicine,Public,Medium,High,No,Low,Low,High,Neutral,Low,58.0,No,6.0,Balanced,Medium,3.0,No,Negative,No,No,Kinesthetic,No,Yes,High,6.0,Low,Pass
21.0,M,Graduate,60000.0,C,85.0,Medium,12.0,Medicine,Private,Low,High,No,Medium,High,Low,Negative,High,41.0,Yes,4.0,Unhealthy,Low,7.0,Yes,Negative,No,Yes,Visual,No,Yes,High,5.0,High,Pass
19.0,M,Some College,60000.0,C,85.0,Medium,19.0,Law,Private,High,High,Yes,Medium,High,Medium,Neutral,Medium,76.0,Yes,5.0,Balanced,Low,3.0,No,Positive,No,Yes,Auditory,No,Yes,Medium,2.0,Low,Pass
22.0,F,High School,40000.0,B,71.0,High,8.0,Medicine,Public,Medium,Medium,No,Medium,Low,High,Positive,Low,40.0,No,6.0,Healthy,Medium,10.0,No,Positive,No,Yes,Auditory,No,Yes,Medium,4.0,Low,Pass
20.0,F,Graduate,40000.0,B,95.0,Medium,7.0,Law,Private,Low,Medium,No,Low,Medium,Low,Negative,Medium,98.0,No,6.0,Balanced,Low,8.0,Yes,Positive,Yes,No,Visual,Yes,No,High,4.0,High,Pass
20.0,M,Some College,30000.0,B,99.0,Low,15.0,Law,Private,High,High,Yes,High,Low,Medium,Negative,Low,80.0,No,7.0,Healthy,Low,8.0,Yes,Neutral,Yes,Yes,Auditory,No,No,Medium,6.0,Medium,Fail
18.0,F,High School,60000.0,A,73.0,Low,12.0,Engineering,Public,Low,Medium,Yes,Low,High,Medium,Positive,High,58.0,Yes,6.0,Unhealthy,High,10.0,Yes,Negative,Yes,Yes,Visual,Yes,No,Medium,2.0,High,Pass
21.0,M,High School,75000.0,C,95.0,Low,12.0,Business,Private,High,High,No,Low,Low,High,Negative,Low,69.0,No,7.0,Balanced,Medium,2.0,Yes,Positive,Yes,Yes,Kinesthetic,No,No,High,5.0,Low,Pass
19.0,F,College,30000.0,B,70.0,High,10.0,Medicine,Public,High,Low,No,High,High,High,Negative,Medium,82.0,No,7.0,Healthy,Low,7.0,No,Negative,Yes,No,Auditory,No,No,High,1.0,Low,Pass
21.0,F,High School,40000.0,A,86.0,High,12.0,Business,Private,Low,Low,Yes,Low,Low,High,Neutral,High,61.0,No,5.0,Unhealthy,Low,2.0,Yes,Neutral,Yes,Yes,Kinesthetic,Yes,No,Medium,6.0,Low,Pass
20.0,M,Some College,30000.0,A,78.0,Medium,19.0,Science,Private,Low,High,No,High,Medium,Medium,Neutral,High,56.0,No,4.0,Unhealthy,High,2.0,No,Negative,Yes,Yes,Auditory,Yes,No,Medium,1.0,Low,Pass
20.0,F,Some College,30000.0,C,85.0,Medium,19.0,Business,Public,Low,Medium,Yes,High,Medium,High,Neutral,Medium,52.0,Yes,9.0,Healthy,High,6.0,Yes,Positive,Yes,No,Kinesthetic,Yes,Yes,Low,6.0,High,Pass
21.0,F,Some College,40000.0,B,85.0,Low,5.0,Business,Public,Low,High,Yes,High,Low,High,Neutral,Low,42.0,Yes,5.0,Unhealthy,High,10.0,Yes,Negative,Yes,Yes,Visual,No,No,High,5.0,Low,Pass
22.0,F,Some College,60000.0,B,87.0,Low,12.0,Law,Public,Low,Medium,Yes,Medium,High,Low,Neutral,Medium,90.0,No,7.0,Healthy,High,2.0,No,Neutral,No,Yes,Visual,Yes,No,High,2.0,Low,Pass
18.0,M,High School,30000.0,C,89.0,High,19.0,Science,Private,High,Low,No,High,High,Low,Negative,Low,57.0,No,9.0,Healthy,Medium,10.0,Yes,Negative,Yes,Yes,Kinesthetic,No,Yes,Low,4.0,Low,Pass
